,appid,genre
101,306130,"['action', 'actionrpg', 'adventure', 'atmospheric', 'charactercustomization', 'chooseyourownadventure', 'classbased', 'exploration', 'fantasy', 'lorerich', 'mmorpg', 'magic', 'massivelymultiplayer', 'multiplayer', 'openworld', 'pve', 'pvp', 'rpg', 'singleplayer', 'storyrich']"
102,1206560,"['artificialintelligence', 'building', 'colonysim', 'destruction', 'earlyaccess', 'fantasy', 'godgame', 'idler', 'indie', 'lifesim', 'management', 'medieval', 'mythology', 'pixelgraphics', 'politicalsim', 'politics', 'proceduralgeneration', 'relaxing', 'sandbox', 'simulation']"
103,1509960,"['2d', 'action', 'casual', 'coop', 'cute', 'difficult', 'funny', 'horror', 'indie', 'localcoop', 'localmultiplayer', 'multiplayer', 'onlinecoop', 'partygame', 'pixelgraphics', 'platformer', 'puzzle', 'puzzleplatformer', 'retro', 'soulslike']"
104,252490,"['action', 'adventure', 'building', 'coop', 'crafting', 'earlyaccess', 'fps', 'firstperson', 'indie', 'massivelymultiplayer', 'multiplayer', 'nudity', 'onlinecoop', 'openworld', 'openworldsurvivalcraft', 'postapocalyptic', 'pvp', 'rpg', 'sandbox', 'shooter', 'simulation', 'survival']"
105,641320,"['action', 'coop', 'comedy', 'cooking', 'crafting', 'economy', 'familyfriendly', 'femaleprotagonist', 'firstperson', 'funny', 'management', 'memes', 'physics', 'realistic', 'relaxing', 'replayvalue', 'resourcemanagement', 'sandbox', 'simulation', 'singleplayer']"
106,629820,"['action', 'actionrpg', 'actionadventure', 'adventure', 'atmospheric', 'darkhumor', 'exploration', 'femaleprotagonist', 'gore', 'indie', 'narration', 'nature', 'openworld', 'rpg', 'satire', 'simulation', 'singleplayer', 'thirdperson', 'underwater', 'villainprotagonist', 'violent']"
107,1184370,"['adventure', 'crpg', 'charactercustomization', 'choicesmatter', 'chooseyourownadventure', 'classbased', 'darkfantasy', 'difficult', 'dungeons&dragons', 'exploration', 'fantasy', 'gore', 'indie', 'isometric', 'partybasedrpg', 'rpg', 'romance', 'singleplayer', 'storyrich', 'strategy', 'tacticalrpg', 'turnbasedstrategy', 'violent']"
108,1238840,"['action', 'atmospheric', 'destruction', 'fps', 'firstperson', 'gore', 'greatsoundtrack', 'historical', 'massivelymultiplayer', 'mature', 'multiplayer', 'openworld', 'physics', 'pvp', 'shooter', 'singleplayer', 'tanks', 'violent', 'war', 'worldwari']"
109,202970,"['action', 'adventure', 'atmospheric', 'coop', 'controller', 'fps', 'firstperson', 'futuristic', 'greatsoundtrack', 'horror', 'massivelymultiplayer', 'multiplayer', 'onlinecoop', 'scifi', 'shooter', 'singleplayer', 'survival', 'tactical', 'teambased', 'war']"
110,1295920,"['3d', 'adventure', 'atmospheric', 'dark', 'demons', 'exploration', 'femaleprotagonist', 'firstperson', 'hiddenobject', 'horror', 'indie', 'medicalsim', 'mystery', 'puzzle', 'realistic', 'simulation', 'singleplayer', 'supernatural', 'surreal', 'thriller']"
111,1172620,"['action', 'adventure', 'atmospheric', 'coop', 'exploration', 'fps', 'firstperson', 'funny', 'greatsoundtrack', 'massivelymultiplayer', 'multiplayer', 'naval', 'onlinecoop', 'openworld', 'pirates', 'pve', 'pvp', 'sailing', 'singleplayer', 'swordplay']"
112,495910,"['2d', '2dfighter', 'action', 'actionrpg', 'adventure', 'anime', ""beat'emup"", 'dungeoncrawler', 'fighting', 'freetoplay', 'greatsoundtrack', 'hackandslash', 'mmorpg', 'massivelymultiplayer', 'nudity', 'onlinecoop', 'openworld', 'rpg', 'sidescroller', 'singleplayer']"
113,438100,"['action', 'adventure', 'anime', 'casual', 'comedy', 'earlyaccess', 'firstperson', 'freetoplay', 'funny', 'hentai', 'mmorpg', 'massivelymultiplayer', 'mature', 'memes', 'multiplayer', 'nsfw', 'openworld', 'sandbox', 'simulation', 'sports', 'vr']"
114,435150,"['adventure', 'crpg', 'charactercustomization', 'choicesmatter', 'coopcampaign', 'exploration', 'fantasy', 'femaleprotagonist', 'funny', 'isometric', 'localcoop', 'moddable', 'partybasedrpg', 'pvp', 'rpg', 'romance', 'storyrich', 'strategy', 'strategyrpg', 'tacticalrpg', 'turnbasedstrategy']"
115,291550,"['2dfighter', '2dplatformer', '4playerlocal', 'action', 'cartoony', 'casual', 'coop', 'controller', 'familyfriendly', 'fantasy', 'fighting', 'freetoplay', 'indie', 'localcoop', 'localmultiplayer', 'multiplayer', 'onlinecoop', 'platformer', 'singleplayer', 'esports']"
116,346110,"['action', 'adventure', 'basebuilding', 'building', 'coop', 'crafting', 'dinosaurs', 'dragons', 'earlyaccess', 'firstperson', 'indie', 'massivelymultiplayer', 'multiplayer', 'openworld', 'openworldsurvivalcraft', 'rpg', 'sandbox', 'scifi', 'singleplayer', 'survival']"
117,1677740,"['3d', '3dplatformer', 'action', 'battleroyale', 'cartoony', 'casual', 'charactercustomization', 'colorful', 'comedy', 'cute', 'familyfriendly', 'freetoplay', 'indie', 'massivelymultiplayer', 'multiplayer', 'physics', 'psychologicalhorror', 'pvp', 'racing', 'sexualcontent']"
118,1244460,"['action', 'atmospheric', 'basebuilding', 'building', 'casual', 'citybuilder', 'dinosaurs', 'economy', 'management', 'multiplayer', 'openworld', 'resourcemanagement', 'sandbox', 'scifi', 'sequel', 'simulation', 'singleplayer', 'strategy', 'survival', 'violent']"
119,588650,"['2d', 'action', 'actionroguelike', 'atmospheric', 'darkfantasy', 'difficult', 'earlyaccess', 'funny', 'hackandslash', 'indie', 'metroidvania', 'pixelgraphics', 'platformer', 'proceduralgeneration', 'replayvalue', 'roguelike', 'roguelite', 'roguevania', 'singleplayer', 'soulslike']"
120,232090,"['action', 'atmospheric', 'blood', 'coop', 'difficult', 'earlyaccess', 'fps', 'firstperson', 'gore', 'greatsoundtrack', 'horror', 'indie', 'multiplayer', 'onlinecoop', 'shooter', 'singleplayer', 'survival', 'survivalhorror', 'teambased', 'zombies']"
121,648800,"['action', 'adventure', 'basebuilding', 'building', 'coop', 'crafting', 'earlyaccess', 'firstperson', 'indie', 'massivelymultiplayer', 'multiplayer', 'onlinecoop', 'openworld', 'openworldsurvivalcraft', 'sandbox', 'simulation', 'singleplayer', 'strategy', 'survival', 'underwater']"
122,251060,"['action', 'adventure', 'alternatehistory', 'coop', 'coldwar', 'difficult', 'epic', 'indie', 'military', 'multiplayer', 'naval', 'rts', 'realtimetactics', 'realtime', 'realistic', 'simulation', 'singleplayer', 'strategy', 'tactical', 'war', 'wargame']"
123,42700,"['action', 'adventure', 'coop', 'coldwar', 'controller', 'fps', 'firstperson', 'gore', 'greatsoundtrack', 'horror', 'linear', 'massivelymultiplayer', 'military', 'multiplayer', 'onlinecoop', 'shooter', 'singleplayer', 'storyrich', 'war', 'zombies']"
124,1222690,"['action', 'actionrpg', 'adventure', 'atmospheric', 'crpg', 'charactercustomization', 'choicesmatter', 'combat', 'dragons', 'fantasy', 'femaleprotagonist', 'greatsoundtrack', 'multiplayer', 'openworld', 'rpg', 'sexualcontent', 'singleplayer', 'storyrich', 'strategy', 'thirdperson']"
125,1222730,"['action', 'adventure', 'coop', 'controller', 'fps', 'femaleprotagonist', 'firstperson', 'flight', 'multiplayer', 'onlinecoop', 'pvp', 'scifi', 'shooter', 'simulation', 'singleplayer', 'space', 'spacesim', 'spaceships', 'strategy', 'vr']"
126,1237950,"['action', 'adventure', 'aliens', 'charactercustomization', 'coop', 'combat', 'controller', 'fps', 'firstperson', 'multiplayer', 'onlinecoop', 'pvp', 'scifi', 'shooter', 'singleplayer', 'space', 'tactical', 'thirdperson', 'thirdpersonshooter', 'vehicularcombat']"
127,1284210,"['3d', 'adventure', 'atmospheric', 'charactercustomization', 'classbased', 'combat', 'crafting', 'deckbuilding', 'fantasy', 'freetoplay', 'mmorpg', 'massivelymultiplayer', 'multiplayer', 'onlinecoop', 'pvp', 'rpg', 'singleplayer', 'storyrich', 'strategy', 'thirdperson']"
128,427520,"['2d', 'automation', 'basebuilding', 'building', 'casual', 'citybuilder', 'coop', 'crafting', 'indie', 'management', 'moddable', 'multiplayer', 'openworld', 'pixelgraphics', 'resourcemanagement', 'sandbox', 'simulation', 'singleplayer', 'strategy', 'survival', 'trains']"
129,1151340,"['atmospheric', 'basebuilding', 'capitalism', 'coop', 'darkcomedy', 'earlyaccess', 'exploration', 'fps', 'gore', 'greatsoundtrack', 'horror', 'mmorpg', 'multiplayer', 'openworld', 'postapocalyptic', 'rpg', 'shooter', 'singleplayer', 'survival', 'violent']"
130,1282730,"['2d', 'adventure', 'cardgame', 'choicesmatter', 'darkfantasy', 'deckbuilding', 'fantasy', 'indie', 'minimalist', 'oldschool', 'pixelgraphics', 'rpg', 'resourcemanagement', 'roguelike', 'roguelite', 'storyrich', 'strategy', 'strategyrpg', 'tactical', 'timemanagement', 'turnbasedtactics']"
131,285900,"['3dfighter', '4playerlocal', 'action', 'adventure', ""beat'emup"", 'casual', 'coop', 'colorful', 'comedy', 'familyfriendly', 'fighting', 'funny', 'indie', 'localmultiplayer', 'memes', 'multiplayer', 'party', 'partygame', 'physics', 'simulation', 'singleplayer', 'soundtrack', 'thirdperson']"
132,775500,"['action', 'actionrpg', 'actionadventure', 'adventure', 'anime', 'crpg', 'characteractiongame', 'charactercustomization', 'combat', 'fantasy', 'fighting', 'futuristic', 'hackandslash', 'interactivefiction', 'jrpg', 'openworld', 'rpg', 'scifi', 'singleplayer', 'strategyrpg']"
133,949480,"['2d', 'action', 'actionadventure', 'adventure', 'atmospheric', ""beat'emup"", 'cartoony', 'choicesmatter', 'cyberpunk', 'detective', 'dystopian', 'emotional', 'futuristic', 'indie', 'investigation', 'mystery', 'point&click', 'postapocalyptic', 'rpg', 'soundtrack', 'storyrich']"
134,892970,"['action', 'adventure', 'basebuilding', 'building', 'coop', 'crafting', 'earlyaccess', 'exploration', 'indie', 'multiplayer', 'mythology', 'onlinecoop', 'openworld', 'openworldsurvivalcraft', 'pvp', 'rpg', 'sandbox', 'singleplayer', 'survival', 'thirdperson']"
135,1135690,"['2d', 'atmospheric', 'casual', 'colorful', 'cute', 'experimental', 'familyfriendly', 'femaleprotagonist', 'hiddenobject', 'indie', 'inventorymanagement', 'isometric', 'lifesim', 'pixelgraphics', 'point&click', 'puzzle', 'relaxing', 'simulation', 'singleplayer', 'storyrich']"
136,304050,"['action', 'adventure', 'building', 'casual', 'coop', 'crafting', 'dungeoncrawler', 'exploration', 'fps', 'freetoplay', 'funny', 'mmorpg', 'massivelymultiplayer', 'multiplayer', 'openworld', 'pixelgraphics', 'rpg', 'sandbox', 'thirdperson', 'voxel']"
137,105600,"['2d', 'action', 'adventure', 'atmospheric', 'building', 'coop', 'crafting', 'exploration', 'indie', 'multiplayer', 'onlinecoop', 'openworld', 'openworldsurvivalcraft', 'pixelgraphics', 'platformer', 'rpg', 'replayvalue', 'sandbox', 'singleplayer', 'survival']"
138,594650,"['action', 'atmospheric', 'battleroyale', 'coop', 'difficult', 'fps', 'firstperson', 'gore', 'horror', 'multiplayer', 'onlinecoop', 'openworld', 'permadeath', 'pvp', 'shooter', 'survivalhorror', 'tactical', 'teambased', 'western', 'zombies']"
139,594570,"['action', 'atmospheric', 'coop', 'darkfantasy', 'dinosaurs', 'fantasy', 'gamesworkshop', 'grandstrategy', 'greatsoundtrack', 'multiplayer', 'rts', 'realtimetactics', 'singleplayer', 'storyrich', 'strategy', 'tactical', 'turnbased', 'turnbasedstrategy', 'war', 'warhammer40k']"
140,10090,"['action', 'adventure', 'classic', 'coop', 'fps', 'firstperson', 'gore', 'greatsoundtrack', 'historical', 'horror', 'moddable', 'multiplayer', 'onlinecoop', 'shooter', 'singleplayer', 'survival', 'tanks', 'war', 'worldwarii', 'zombies']"
141,244210,"['3dvision', 'action', 'artificialintelligence', 'automobilesim', 'controller', 'driving', 'firstperson', 'indie', 'moddable', 'multiplayer', 'openworld', 'physics', 'racing', 'realistic', 'replayvalue', 'simulation', 'singleplayer', 'sports', 'trackir', 'vr']"
142,10180,"['action', 'adventure', 'atmospheric', 'coop', 'controller', 'fps', 'firstperson', 'greatsoundtrack', 'linear', 'military', 'moddable', 'multiplayer', 'onlinecoop', 'pvp', 'shooter', 'singleplayer', 'storyrich', 'strategy', 'tactical', 'war']"
143,223750,"['action', 'coop', 'fps', 'firstperson', 'flight', 'freetoplay', 'massivelymultiplayer', 'military', 'multiplayer', 'openworld', 'realistic', 'sandbox', 'shooter', 'simulation', 'singleplayer', 'strategy', 'tanks', 'trackir', 'vr', 'war']"
144,221040,"['action', 'adventure', 'atmospheric', 'casual', 'coop', 'coopcampaign', 'femaleprotagonist', 'horror', 'localcoop', 'multiplayer', 'onlinecoop', 'quicktimeevents', 'shooter', 'singleplayer', 'splitscreen', 'survival', 'survivalhorror', 'thirdperson', 'thirdpersonshooter', 'zombies']"
145,218620,"['action', 'coop', 'crime', 'fps', 'firstperson', 'funny', 'greatsoundtrack', 'guncustomization', 'heist', 'lootershooter', 'multiplayer', 'onlinecoop', 'pve', 'rpg', 'shooter', 'simulation', 'singleplayer', 'stealth', 'strategy', 'tactical', 'teambased']"
146,1473480,"['action', 'casual', 'coop', 'coopcampaign', 'competitive', 'fps', 'firstperson', 'freetoplay', 'massivelymultiplayer', 'military', 'multiplayer', 'onlinecoop', 'pve', 'pvp', 'sexualcontent', 'shooter', 'sniper', 'strategy', 'violent', 'zombies']"
147,627690,"['2d', 'action', 'adventure', 'casual', 'clicker', 'dungeoncrawler', 'dungeons&dragons', 'earlyaccess', 'fantasy', 'freetoplay', 'idler', 'indie', 'loot', 'mmorpg', 'magic', 'multiplayer', 'rpg', 'sexualcontent', 'singleplayer', 'strategy']"
148,1288320,"['3d', 'adventure', 'america', 'coop', 'colorful', 'controller', 'exploration', 'fps', 'firstperson', 'guncustomization', 'hunting', 'multiplayer', 'nature', 'onlinecoop', 'openworld', 'realistic', 'relaxing', 'shooter', 'simulation', 'singleplayer', 'sports', 'stealth']"
149,359320,"['action', 'adventure', 'difficult', 'exploration', 'firstperson', 'massivelymultiplayer', 'multiplayer', 'onlinecoop', 'openworld', 'rpg', 'sandbox', 'scifi', 'simulation', 'singleplayer', 'space', 'spacesim', 'strategy', 'trackir', 'trading', 'vr']"
150,1593500,"['3d', 'action', 'actionrpg', 'adventure', 'atmospheric', 'combat', 'emotional', 'exploration', 'fantasy', 'gore', 'hackandslash', 'mythology', 'openworld', 'pve', 'rpg', 'singleplayer', 'soulslike', 'storyrich', 'thirdperson', 'violent']"
151,379720,"['action', 'atmospheric', 'blood', 'classic', 'coop', 'demons', 'difficult', 'fps', 'fastpaced', 'firstperson', 'gore', 'greatsoundtrack', 'horror', 'multiplayer', 'remake', 'scifi', 'shooter', 'singleplayer', 'violent', 'zombies']"
152,252530,"['action', 'adventure', 'atmospheric', 'automobilesim', 'casual', 'cultclassic', 'driving', 'familyfriendly', 'firstperson', 'management', 'moddable', 'multiplayer', 'openworld', 'physics', 'realistic', 'relaxing', 'replayvalue', 'simulation', 'singleplayer', 'trackir']"
153,1703340,"['3d', 'adventure', 'atmospheric', 'casual', 'choicesmatter', 'comedy', 'darkhumor', 'emotional', 'exploration', 'firstperson', 'funny', 'gamedevelopment', 'horror', 'indie', 'multipleendings', 'mystery', 'narration', 'psychologicalhorror', 'singleplayer', 'storyrich', 'walkingsimulator']"
154,322330,"['2d', 'action', 'adventure', 'atmospheric', 'crafting', 'difficult', 'exploration', 'funny', 'horror', 'indie', 'multiplayer', 'onlinecoop', 'openworld', 'openworldsurvivalcraft', 'pvp', 'roguelite', 'sandbox', 'simulation', 'strategy', 'survival', 'survivalhorror']"
155,313120,"['action', 'adventure', 'atmospheric', 'building', 'coop', 'crafting', 'earlyaccess', 'exploration', 'firstperson', 'indie', 'multiplayer', 'openworld', 'openworldsurvivalcraft', 'realistic', 'sandbox', 'simulation', 'singleplayer', 'strategy', 'survival', 'underwater']"
156,590380,"['greatsoundtrack', 'indie', 'isometric', 'mechs', 'pixelgraphics', 'proceduralgeneration', 'puzzle', 'rpg', 'replayvalue', 'roguelike', 'roguelite', 'scifi', 'simulation', 'singleplayer', 'strategy', 'tactical', 'turnbased', 'turnbasedcombat', 'turnbasedstrategy', 'turnbasedtactics']"
157,1109680,"['1980s', '3d', 'alternatehistory', 'choicesmatter', 'coldwar', 'combat', 'indie', 'military', 'modern', 'rts', 'realtimetactics', 'realistic', 'simulation', 'singleplayer', 'strategy', 'tactical', 'tanks', 'war', 'wargame']"
158,1213210,"[""1990's"", 'basebuilding', 'cinematic', 'classic', 'fmv', 'greatsoundtrack', 'isometric', 'leveleditor', 'multiplayer', 'pvp', 'rts', 'realtimetactics', 'remake', 'replayvalue', 'retro', 'singleplayer', 'soundtrack', 'strategy', 'tanks', 'war']"
159,394360,"['action', 'alternatehistory', 'casual', 'coop', 'diplomacy', 'grandstrategy', 'greatsoundtrack', 'historical', 'military', 'multiplayer', 'openworld', 'rts', 'realtimewithpause', 'sandbox', 'simulation', 'singleplayer', 'strategy', 'tactical', 'war', 'worldwarii']"
160,1488200,"['2d', 'adventure', 'autobattler', 'drama', 'fantasy', 'femaleprotagonist', 'indie', 'jrpg', 'lorerich', 'partybasedrpg', 'pixelgraphics', 'rpg', 'romance', 'singleplayer', 'storyrich', 'strategy', 'strategyrpg', 'tactical', 'tacticalrpg', 'turnbasedstrategy']"
161,1552350,"['2d', 'cartoon', 'casual', 'colorful', 'comedy', 'familyfriendly', 'funny', 'indie', 'localcoop', 'localmultiplayer', 'multiplayer', 'party', 'partygame', 'psychologicalhorror', 'teambased', 'trivia', 'wordgame']"
162,200210,"['2d', 'action', 'actionrpg', 'actionroguelike', 'adventure', 'bullethell', 'coop', 'difficult', 'fantasy', 'freetoplay', 'indie', 'mmorpg', 'massivelymultiplayer', 'multiplayer', 'onlinecoop', 'permadeath', 'pixelgraphics', 'rpg', 'roguelike', 'roguelite']"
163,1274570,"['action', 'atmospheric', 'coop', 'dark', 'difficult', 'fps', 'firstperson', 'gore', 'horror', 'indie', 'multiplayer', 'onlinecoop', 'psychologicalhorror', 'puzzle', 'sexualcontent', 'singleplayer', 'stealth', 'survival', 'survivalhorror', 'violent']"
164,1740720,"['2d', '2dplatformer', 'action', 'actionroguelike', 'arcade', 'cartoon', 'cartoony', 'combat', 'comedy', 'controller', 'darkhumor', 'earlyaccess', 'funny', 'gothic', 'hackandslash', 'indie', 'platformer', 'roguelike', 'roguelite', 'singleplayer']"
165,473950,"['abstract', 'adventure', 'atmospheric', 'colorful', 'difficult', 'experimental', 'exploration', 'firstperson', 'indie', 'minimalist', 'multipleendings', 'mystery', 'nonlinear', 'philosophical', 'psychedelic', 'puzzle', 'puzzleplatformer', 'relaxing', 'singleplayer', 'surreal']"
166,635940,"['adventure', 'anime', 'casual', 'choicesmatter', 'comedy', 'cute', 'datingsim', 'drama', 'emotional', 'greatsoundtrack', 'multipleendings', 'nudity', 'romance', 'simulation', 'singleplayer', 'sports', 'storyrich', 'visualnovel']"
167,493520,"['action', 'atmospheric', 'charactercustomization', 'coop', 'difficult', 'fps', 'firstperson', 'gore', 'horror', 'multiplayer', 'onlinecoop', 'pve', 'replayvalue', 'shooter', 'stealth', 'survivalhorror', 'tactical', 'teambased', 'violent', 'zombies']"
168,1525700,"['3d', 'adventure', 'atmospheric', 'building', 'citybuilder', 'crafting', 'dungeons&dragons', 'historical', 'indie', 'management', 'medieval', 'relaxing', 'resourcemanagement', 'simulation', 'singleplayer', 'strategy', 'stylized', 'timemanagement', 'topdown']"
169,1605220,"['4x', 'basebuilding', 'building', 'combat', 'diplomacy', 'earlyaccess', 'economy', 'exploration', 'grandstrategy', 'lorerich', 'military', 'political', 'politics', 'rts', 'realtimetactics', 'realtimewithpause', 'resourcemanagement', 'strategy', 'tactical', 'war']"
170,1782330,"['action', 'actionadventure', 'adventure', 'atmospheric', 'crafting', 'exploration', 'hunting', 'immersivesim', 'indie', 'interactivefiction', 'modern', 'nature', 'openworld', 'realistic', 'resourcemanagement', 'sandbox', 'simulation', 'singleplayer', 'survival', 'timemanagement', 'vr', 'vronly']"
171,1672970,"['action', 'actionrpg', 'actionadventure', 'adventure', 'arcade', 'atmospheric', 'colorful', 'cute', 'dungeoncrawler', 'exploration', 'familyfriendly', 'fantasy', 'funny', 'hackandslash', 'isometric', 'loot', 'magic', 'rpg', 'topdown', 'voxel']"
172,360430,"['action', 'adventure', 'atmospheric', 'classic', 'crime', 'fps', 'gore', 'greatsoundtrack', 'mature', 'multiplayer', 'nudity', 'openworld', 'sandbox', 'shooter', 'singleplayer', 'stealth', 'storyrich', 'thirdperson', 'thirdpersonshooter', 'violent']"
173,1024380,"['action', 'adventure', 'blood', 'casual', 'coop', 'dinosaurs', 'earlyaccess', 'fps', 'fighting', 'firstperson', 'gore', 'hackandslash', 'multiplayer', 'onlinecoop', 'openworld', 'scifi', 'shooter', 'survival', 'teambased', 'violent']"
174,1350200,"['adventure', 'casual', 'chooseyourownadventure', 'cinematic', 'dark', 'detective', 'drama', 'emotional', 'exploration', 'hiddenobject', 'horror', 'immersivesim', 'indie', 'interactivefiction', 'lgbtq+', 'noir', 'openworld', 'point&click', 'puzzle', 'realistic', 'simulation', 'storyrich', 'visualnovel']"
175,899770,"['action', 'actionrpg', 'adventure', 'charactercustomization', 'coop', 'dungeoncrawler', 'earlyaccess', 'fantasy', 'gore', 'hackandslash', 'indie', 'isometric', 'loot', 'magic', 'multiplayer', 'rpg', 'singleplayer', 'timetravel', 'topdown', 'violent']"
176,1032700,"['3d', 'america', 'automobilesim', 'controller', 'driving', 'earlyaccess', 'firstperson', 'immersivesim', 'moddable', 'multiplayer', 'openworld', 'physics', 'pvp', 'realistic', 'relaxing', 'simulation', 'singleplayer', 'thirdperson', 'transportation', 'tutorial']"
177,824270,"['action', 'controller', 'fps', 'firstperson', 'indie', 'multiplayer', 'shooter', 'simulation', 'singleplayer', 'softwaretraining', 'thirdpersonshooter']"
178,1286830,"['action', 'actionrpg', 'adventure', 'atmospheric', 'crpg', 'charactercustomization', 'choicesmatter', 'freetoplay', 'greatsoundtrack', 'mmorpg', 'massivelymultiplayer', 'multiplayer', 'openworld', 'partybasedrpg', 'pvp', 'rpg', 'scifi', 'space', 'storyrich', 'thirdperson']"
179,1060230,"['3d', 'adventure', 'basebuilding', 'building', 'citybuilder', 'colonysim', 'crafting', 'earlyaccess', 'exploration', 'godgame', 'indie', 'lifesim', 'management', 'moddable', 'openworld', 'sandbox', 'simulation', 'singleplayer', 'strategy', 'survival']"
180,548430,"['action', 'actionroguelike', 'atmospheric', 'classbased', 'coop', 'combat', 'dark', 'exploration', 'fps', 'firstperson', 'horror', 'loot', 'lootershooter', 'openworld', 'proceduralgeneration', 'pve', 'scifi', 'shooter', 'space', 'survival']"
181,1811950,"['3d', 'anime', 'cute', 'emotional', 'fantasy', 'foreign', 'interactivefiction', 'jrpg', 'narration', 'partybasedrpg', 'rpg', 'romance', 'sequel', 'singleplayer', 'storyrich', 'turnbased', 'turnbasedcombat', 'turnbasedtactics', 'visualnovel', 'wellwritten']"
182,261640,"['action', 'actionrpg', 'adventure', 'atmospheric', 'coop', 'comedy', 'fps', 'firstperson', 'funny', 'loot', 'lootershooter', 'memes', 'multiplayer', 'onlinecoop', 'openworld', 'rpg', 'scifi', 'shooter', 'singleplayer', 'space']"
183,1267910,"['2d', 'adventure', 'automation', 'cartoon', 'casual', 'colorful', 'combat', 'crafting', 'demons', 'earlyaccess', 'fantasy', 'fishing', 'idler', 'indie', 'magic', 'minimalist', 'mining', 'point&click', 'rpg', 'singleplayer']"
184,304240,"['action', 'adventure', 'atmospheric', 'classic', 'cultclassic', 'difficult', 'femaleprotagonist', 'gore', 'greatsoundtrack', 'horror', 'puzzle', 'remake', 'shooter', 'singleplayer', 'storyrich', 'survival', 'survivalhorror', 'thirdperson', 'thirdpersonshooter', 'zombies']"
185,632360,"['action', 'actionroguelike', 'bullethell', 'coop', 'difficult', 'earlyaccess', 'greatsoundtrack', 'indie', 'loot', 'lootershooter', 'multiplayer', 'onlinecoop', 'roguelike', 'roguelite', 'shooter', 'singleplayer', 'soundtrack', 'survival', 'thirdperson', 'thirdpersonshooter']"
186,34030,"['action', 'classic', 'coop', 'grandstrategy', 'greatsoundtrack', 'historical', 'military', 'moddable', 'multiplayer', 'naval', 'rts', 'realtimetactics', 'simulation', 'singleplayer', 'strategy', 'tactical', 'turnbased', 'turnbasedstrategy', 'turnbasedtactics', 'war']"
187,268910,"['2d', 'action', 'atmospheric', 'bullethell', 'cartoon', 'cartoony', 'coop', 'colorful', 'difficult', 'funny', 'greatsoundtrack', 'handdrawn', 'indie', 'localcoop', 'multiplayer', 'platformer', 'retro', ""shoot'emup"", 'sidescroller', 'singleplayer']"
188,220200,"['adventure', 'building', 'comedy', 'difficult', 'education', 'exploration', 'funny', 'indie', 'moddable', 'openworld', 'physics', 'replayvalue', 'sandbox', 'scifi', 'science', 'simulation', 'singleplayer', 'space', 'spacesim', 'strategy']"
189,268500,"['action', 'aliens', 'atmospheric', 'charactercustomization', 'coop', 'difficult', 'futuristic', 'greatsoundtrack', 'moddable', 'multiplayer', 'openworld', 'permadeath', 'rpg', 'scifi', 'singleplayer', 'strategy', 'tactical', 'turnbased', 'turnbasedstrategy', 'turnbasedtactics']"
190,1476970,"['2d', 'casual', 'charactercustomization', 'clicker', 'cute', 'earlyaccess', 'freetoplay', 'funny', 'idler', 'indie', 'mmorpg', 'massivelymultiplayer', 'multiplayer', 'oldschool', 'pixelgraphics', 'pve', 'rpg', 'resourcemanagement', 'sidescroller', 'simulation']"
191,364360,"['4x', 'action', 'atmospheric', 'coop', 'darkfantasy', 'fantasy', 'gamesworkshop', 'gore', 'grandstrategy', 'multiplayer', 'openworld', 'rpg', 'rts', 'singleplayer', 'storyrich', 'strategy', 'tactical', 'turnbased', 'turnbasedstrategy', 'war']"
192,1258080,"['addictive', 'adventure', 'basebuilding', 'beautiful', 'casual', 'colorful', 'crafting', 'cute', 'economy', 'familyfriendly', 'fantasy', 'fighting', 'freetoplay', 'management', 'medieval', 'multiplayer', 'rpg', 'relaxing', 'simulation', 'singleplayer']"
193,1449200,"['3d', 'adventure', 'anime', 'artificialintelligence', 'chooseyourownadventure', 'conspiracy', 'crime', 'detective', 'drama', 'futuristic', 'illuminati', 'interactivefiction', 'investigation', 'mystery', 'noir', 'philosophical', 'psychedelic', 'scifi', 'surreal', 'visualnovel']"
194,219990,"['action', 'actionrpg', 'adventure', 'atmospheric', 'coop', 'crowdfunded', 'dark', 'darkfantasy', 'dungeoncrawler', 'fantasy', 'hackandslash', 'indie', 'isometric', 'kickstarter', 'loot', 'multiplayer', 'postapocalyptic', 'rpg', 'singleplayer', 'zombies']"
195,1490890,"['2dfighter', '3d', '3dfighter', 'action', 'actionadventure', 'adventure', 'anime', 'cartoon', 'cinematic', 'colorful', 'combat', 'comicbook', 'controller', 'demons', 'drama', 'emotional', 'foreign', 'multiplayer', 'pvp', 'quicktimeevents']"
196,750130,"['action', 'actionrpg', 'actionadventure', 'adventure', 'atmospheric', 'choicesmatter', 'conversation', 'detective', 'exploration', 'horror', 'lovecraftian', 'narration', 'openworld', 'psychologicalhorror', 'rpg', 'realistic', 'storyrich', 'thirdperson', 'thirdpersonshooter', 'thriller']"
197,1029780,"['3d', 'basebuilding', 'building', 'citybuilder', 'colonysim', 'crafting', 'earlyaccess', 'indie', 'management', 'medieval', 'openworld', 'proceduralgeneration', 'rpg', 'rts', 'resourcemanagement', 'sandbox', 'simulation', 'singleplayer', 'strategy', 'stylized', 'survival']"
198,444200,"['action', 'arcade', 'competitive', 'fps', 'firstperson', 'freetoplay', 'horror', 'massivelymultiplayer', 'military', 'multiplayer', 'onlinecoop', 'openworld', 'pvp', 'shooter', 'simulation', 'singleplayer', 'strategy', 'tanks', 'war', 'worldwarii']"
